Report generated 27 January 2026 02:19:27 PM

"Information on the Medicine Shortage Reports Database"
"The TGA publishes information about medicines in Australia that are in shortage, may shortly become subject to shortage or have been discontinued from supply. This information is based on details provided to the TGA by sponsors and is published on the TGA’s Medicine Shortage Reports Database."
"More information about medicine shortages is available at https://www.tga.gov.au/hubs/medicine-shortages."
""
"About the release of this information"
"While reasonable care is taken to ensure that the information is an accurate record of medicine shortages or discontinuations of supply that responsible entities have reported to the TGA, the TGA does not guarantee or warrant the accuracy, reliability, completeness or currency of the information (particularly as the Medicine Shortage Reports Database is subject to frequent updates because of the mandatory reporting requirements) or its usefulness in achieving any purpose."
"To the fullest extent permitted by law, including but not limited to section 61A of the Therapeutic Goods Act 1989, the TGA will not be liable for any loss, damage, cost or expense incurred in or arising by reason of any person relying on this information."

"ARTG ID","ARTG name","Active ingredients","Dosage form","Quantity of active ingredients","Sponsor","Phone","Shortage status","Supply impact start date","Supply impact end date","Deletion from market","Shortage impact rating","Availability","Reason","Management action","Last updated"
"198993","TRANALPHA trandolapril 1 mg capsules blister pack","trandolapril","Capsule, hard","1 mg","Alphapharm Pty Ltd","1800274276","Discontinued",,,"1/10/2025","Low","Unavailable","Commercial Changes / Commercial viability","Alternative generic products are available.","3/10/2025"
"198994","TRANALPHA trandolapril 2 mg capsules blister pack","trandolapril","Capsule, hard","2 mg","Alphapharm Pty Ltd","1800274276","Discontinued",,,"1/10/2025","Low","Unavailable","Commercial Changes / Commercial viability","Alternative generic products are available.","3/10/2025"
"198995","TRANALPHA trandolapril 4 mg capsules blister pack","trandolapril","Capsule, hard","4 mg","Alphapharm Pty Ltd","1800274276","Discontinued",,,"1/10/2025","Low","Unavailable","Commercial Changes / Commercial viability","Alternative generic products are available.","3/10/2025"
"199179","RIXADONE risperidone 0.5 mg film coated tablet blister pack","risperidone","Tablet, film coated",".5 mg","Alphapharm Pty Ltd","1800274276","Resolved","14/04/2025","3/11/2025",,"Low","Available","Manufacturing","","3/11/2025"
"199182","RIXADONE risperidone 3 mg film coated tablet blister pack","risperidone","Tablet, film coated","3 mg","Alphapharm Pty Ltd","1800274276","Current","28/10/2025","27/02/2026",,"Low","Limited Availability","Manufacturing","Alternative generic products are available.","16/12/2025"
"199214","CADIVAST 5/40 amlodipine (as besilate) and atorvastatin (as calcium) 5 mg/40 mg tablets bottle","atorvastatin calcium trihydrate~amlodipine besilate","Tablet, film coated","43.376 mg~6.94 mg","Alphapharm Pty Ltd","1800274276","Resolved","26/05/2025","18/11/2025",,"Low","Available","Manufacturing","","18/11/2025"
"199215","CADIVAST 10/10 amlodipine (as besilate) and atorvastatin (as calcium) 10 mg/10 mg tablets bottle","amlodipine besilate~atorvastatin calcium trihydrate","Tablet, film coated","13.88 mg~10.844 mg","Alphapharm Pty Ltd","1800274276","Resolved","11/07/2025","24/11/2025",,"Low","Available","Manufacturing","","26/11/2025"
"199225","CADIVAST 10/40 amlodipine (as besilate) and atorvastatin (as calcium) 10 mg/40 mg tablets bottle","atorvastatin calcium trihydrate~amlodipine besilate","Tablet, film coated","43.376 mg~13.88 mg","Alphapharm Pty Ltd","1800 274 276","Resolved","8/09/2025","13/11/2025",,"Low","Available","Manufacturing","","14/11/2025"
"199295","Raloxifene GH Raloxifene hydrochloride 60 mg tablets blister","raloxifene hydrochloride","Tablet, film coated","60 mg","Generic Health Pty Ltd","03 9809 7900","Current","1/09/2025","26/04/2026",,"Low","Unavailable","Manufacturing","Alternative generic products are available.","10/10/2025"
"199661","MELOXICAM SANDOZ meloxicam 7.5 mg capsule blister pack","meloxicam","Capsule, hard","7.5 mg","Sandoz Pty Ltd","1800 726 369","Discontinued",,,"1/03/2026","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available.","1/09/2025"
"199662","MELOXICAM SANDOZ meloxicam 15 mg capsule blister pack","meloxicam","Capsule, hard","15 mg","Sandoz Pty Ltd","1800 726 369","Discontinued",,,"1/03/2026","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available.","1/09/2025"
"199867","APX-QUETIAPINE XR quetiapine (as fumarate) 300mg modified release tablet blister pack","quetiapine fumarate","Tablet, modified release","345.39 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","18/09/2025","29/12/2025",,"Low","Available","Manufacturing","","2/01/2026"
"199869","APX-QUETIAPINE XR quetiapine (as fumarate) 400mg modified release tablet blister pack","quetiapine fumarate","Tablet, modified release","460.52 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","4/09/2025","29/12/2025",,"Low","Available","Manufacturing","","2/01/2026"
"199874","QUETIA XR quetiapine (as fumarate) 300mg modified release tablet blister pack","quetiapine fumarate","Tablet, modified release","345.39 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","13/11/2025","29/12/2025",,"Low","Available","Manufacturing","","2/01/2026"
"199876","APX-QUETIAPINE XR quetiapine (as fumarate) 200mg modified release tablet blister pack","quetiapine fumarate","Tablet, modified release","230.26 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","18/12/2025","8/01/2026",,"Low","Available","Manufacturing","","8/01/2026"
"199885","APX-QUETIAPINE XR quetiapine (as fumarate) 150mg modified release tablet blister pack","quetiapine fumarate","Tablet, modified release","172.695 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","19/01/2026","24/04/2026",,"Low","Limited Availability","Manufacturing","Alternative brands are available.","22/01/2026"
"199886","QUETIA XR quetiapine (as fumarate) 150mg modified release tablet blister pack","quetiapine fumarate","Tablet, modified release","172.695 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Anticipated","3/04/2026","22/05/2026",,"Low","Available","Manufacturing","Alternative brands are available","23/01/2026"
"199887","APX-QUETIAPINE XR quetiapine (as fumarate) 50mg modified release tablet blister pack","quetiapine fumarate","Tablet, modified release","57.565 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Anticipated","27/02/2026","27/03/2026",,"Low","Available","Manufacturing","The sponsor is working to expedite the next shipment.","2/01/2026"
"200007","ALFENTANIL GH injection alfentanil (as hydrochloride) 1 mg/2 mL injection ampoule","alfentanil hydrochloride","Injection, solution","1.0876 mg","Generic Health Pty Ltd","03 9809 7900","Resolved","29/09/2025","31/10/2025",,"Low","Available","Transport / Logistic issues / Storage capacity issues","","4/11/2025"
"200137","ASPECILLIN VK phenoxymethylpenicillin 500mg (as potassium) tablet bottle","phenoxymethylpenicillin potassium","Tablet, film coated","560 mg","Viatris Pty Ltd","1800 314 527","Resolved","12/09/2025","24/11/2025",,"Critical","Available","Manufacturing","","25/11/2025"
"200475","CIPLA SLEEP ASSIST doxylamine succinate 25 mg tablet blister pack","doxylamine succinate","Tablet, uncoated","25 mg","Cipla Australia Pty Ltd","0396964413","Resolved","18/08/2025","7/11/2025",,"Low","Available","Unexpected increase in consumer demand","","11/11/2025"
"200793","MYCOSTATIN ORAL DROPS nystatin 100000 IU/mL oral liquid suspension bottle","nystatin","Oral Liquid, suspension","100000 IU/mL","Aspen Pharmacare Australia Pty Ltd","1300659646","Resolved","31/10/2025","26/11/2025",,"Low","Available","Unexpected increase in consumer demand","","28/11/2025"
"200877","ZOLTRIP zolmitriptan 2.5mg tablet blister pack","zolmitriptan","Tablet, film coated","2.5 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","8/11/2024","19/06/2026",,"Low","Unavailable","Manufacturing","An alternative generic product is available.","12/05/2025"
"200878","APO-ZOLMITRIPTAN zolmitriptan 2.5mg tablet blister pack","zolmitriptan","Tablet, film coated","2.5 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","8/11/2024","19/06/2026",,"Low","Unavailable","Manufacturing","An alternative generic product is available.","12/05/2025"
"200933","CAPECITABINE-DRLA capecitabine 500 mg tablet blister pack","capecitabine","Tablet, film coated","500 mg","Dr Reddys Laboratories Australia Pty Ltd","0427 306 107","Discontinued",,,"31/01/2024","Medium","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Other brands are available","27/10/2023"
"201320","GIOTRIF afatinib 50 mg (as dimaleate) film coated tablet blister pack","afatinib dimaleate","Tablet, film coated","73.9 mg","Boehringer Ingelheim Pty Ltd","0288758800","Discontinued",,,"31/01/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative strengths are available.","24/01/2025"
"201800","Capecitabine Sandoz capecitabine 500mg film coated tablet blister pack","capecitabine","Tablet, film coated","500 mg","Sandoz Pty Ltd","1800 726 369","Discontinued",,,"28/08/2025","Low","Unavailable","Manufacturing","An unregistered product has been approved for supply under Section 19A. Please contact the approval holder Pro Pharmaceuticals Group on 1300 077 674.","10/09/2025"
"202106","PRITOR/AMLODIPINE 40 mg/5 mg telmisartan 40 mg/amlodipine (as besilate) 5 mg tablet blister pack","telmisartan~amlodipine besilate","Tablet, multilayer","40 mg~6.935 mg","Boehringer Ingelheim Pty Ltd","0288758800","Discontinued",,,"31/12/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","","30/04/2025"
"202107","PRITOR/AMLODIPINE 40 mg/10 mg telmisartan 40 mg/amlodipine (as besilate) 10 mg tablet blister pack","amlodipine besilate~telmisartan","Tablet, multilayer","13.87 mg~40 mg","Boehringer Ingelheim Pty Ltd","0288758800","Discontinued",,,"31/12/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","","30/04/2025"
"202108","PRITOR/AMLODIPINE 80 mg/5 mg telmisartan 80 mg/amlodipine (as besilate) 5 mg tablet blister pack","telmisartan~amlodipine besilate","Tablet, multilayer","80 mg~6.935 mg","Boehringer Ingelheim Pty Ltd","0288758800","Discontinued",,,"31/12/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","","30/04/2025"
"202109","PRITOR/AMLODIPINE 80 mg/10 mg telmisartan 80 mg/amlodipine (as besilate) 10 mg tablet blister pack","telmisartan~amlodipine besilate","Tablet, multilayer","80 mg~13.87 mg","Boehringer Ingelheim Pty Ltd","0288758800","Discontinued",,,"30/01/2026","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","","30/04/2025"
"202826","LIPOSOMAL DOXORUBICIN SUN Doxorubicin Hydrochloride 20mg/10mL Liposome Injection concentrate glass vial","doxorubicin hydrochloride","Injection","2 mg/mL","Sun Pharma ANZ Pty Ltd","0298872600","Anticipated","30/01/2026","20/03/2026",,"Low","Available","Manufacturing","The sponsor is working to expedite the next shipment.","18/12/2025"
"204158","QUETIAPINE INTAS quetiapine (as fumarate) 100 mg tablet blister pack","quetiapine fumarate","Tablet, film coated","115.12 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","5/12/2025","5/12/2025",,"Low","Available","Commercial Changes / Commercial viability","","5/12/2025"
"204160","QUETIAPINE INTAS quetiapine (as fumarate) 300 mg tablet blister pack","quetiapine fumarate","Tablet, film coated","345.36 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","5/12/2025","5/12/2025",,"Low","Available","Commercial Changes / Commercial viability","","5/12/2025"
"204795","Milrinone GH 10mg/10 mL Concentrated Injection milrinone (as lactate)10mg/10 mL ampoule","milrinone","Injection, concentrated","10 mg","Generic Health Pty Ltd","0398097900","Current","16/07/2025","15/05/2026",,"Low","Unavailable","Manufacturing","An alternative brand is available.","8/12/2025"
"205148","MINAX XL metoprolol succinate 95 mg modified release tablet blister pack","metoprolol succinate","Tablet, modified release","95 mg","Alphapharm Pty Ltd","1800274276","Discontinued",,,"1/10/2025","Low","Unavailable","Commercial Changes / Commercial viability","Alternative generic products are available.","3/10/2025"
"205149","MINAX XL metoprolol succinate 47.5 mg modified release tablet blister pack","metoprolol succinate","Tablet, modified release","47.5 mg","Alphapharm Pty Ltd","1800274276","Discontinued",,,"1/10/2025","Low","Unavailable","Commercial Changes / Commercial viability","Alternative generic products are available.","3/10/2025"
"205150","MINAX XL metoprolol succinate 190 mg modified release tablet blister pack","metoprolol succinate","Tablet, modified release","190 mg","Alphapharm Pty Ltd","1800274276","Discontinued",,,"1/10/2025","Low","Unavailable","Commercial Changes / Commercial viability","Alternative generic products are available.","3/10/2025"
"205151","MINAX XL metoprolol succinate 23.75 mg modified release tablet blister pack","metoprolol succinate","Tablet, modified release","23.75 mg","Alphapharm Pty Ltd","1800274276","Discontinued",,,"1/10/2025","Low","Unavailable","Commercial Changes / Commercial viability","Alternative generic products are available.","3/10/2025"
"205168","E-Z-HD BARIUM SULFATE POWDER FOR ORAL SUSPENSION","barium sulfate","Suspension, powder for","98.453 % w/w","Bracco Pty Ltd","+61413758194","Current","1/10/2013","30/07/2026",,"Critical","Emergency Supply Only","","An overseas-registered product has been approved for supply under Section 19A. See the website and search for the active ingredient: www.tga.gov.au/resources/section-19a-approvals","24/12/2025"
"206043","TEMOZOLOMIDE JUNO temozolomide 20 mg capsule sachet","temozolomide","Capsule, hard","20 mg","Juno Pharmaceuticals Pty Ltd","0388881288","Current","15/01/2026","17/04/2026",,"Low","Unavailable","Manufacturing","The sponsor is working to expedite the next shipment. Alternative generic products are available.","16/01/2026"
"206627","ZIMYBE 10/10 ezetimibe 10 mg and simvastatin 10 mg tablet blister pack","simvastatin~ezetimibe","Tablet","10 mg~10 mg","Alphapharm Pty Ltd","1800274276","Current","28/05/2025","30/06/2026",,"Low","Unavailable","Manufacturing","Alternative generic products are available.","4/12/2025"
"206628","ZIMYBE 10/80 ezetimibe 10 mg and simvastatin 80 mg tablet blister pack","simvastatin~ezetimibe","Tablet","80 mg~10 mg","Alphapharm Pty Ltd","1800274276","Anticipated","13/02/2026","30/06/2026",,"Low","Available","Manufacturing","Alternative generic products are available.","4/12/2025"
"206629","ZIMYBE 10/20 ezetimibe 10 mg and simvastatin 20 mg tablet blister pack","ezetimibe~simvastatin","Tablet","10 mg~20 mg","Alphapharm Pty Ltd","1800 274 276","Current","28/05/2025","30/06/2026",,"Low","Unavailable","Manufacturing","Alternative generic products are available.","4/12/2025"
"206631","ZIMYBE 10/40 ezetimibe 10 mg and simvastatin 40 mg tablet blister pack","simvastatin~ezetimibe","Tablet","40 mg~10 mg","Alphapharm Pty Ltd","1800274276","Anticipated","23/01/2026","30/06/2026",,"Low","Available","Manufacturing","Alternative generic products are available.","9/01/2026"
"206651","LATUDA lurasidone hydrochloride 80 mg film-coated tablet blister pack","lurasidone hydrochloride","Tablet, film coated","80 mg","Servier Laboratories (Aust) Pty Ltd","1800153590","Discontinued",,,"31/01/2025","Low","Unavailable","Commercial Changes / Commercial viability","Alternative brands are available","10/12/2025"
"206735","DIAFORMIN VIATRIS metformin hydrochloride 1000mg film-coated tablet blister pack","metformin hydrochloride","Tablet, film coated","1000 mg","Alphapharm Pty Ltd","1800274276","Current","29/10/2024","4/03/2026",,"Low","Unavailable","Manufacturing","Alternative generic products are available.","17/12/2025"
"207225","MIDAZOLAM ACCORD midazolam (as hydrochloride) 50 mg/10 mL solution for injection ampoules","midazolam","Injection, solution","50 mg","Accord Healthcare Pty Ltd","1800 222 673","Current","30/09/2025","31/01/2026",,"Low","Unavailable","Manufacturing","Alternative generic products are available.","26/11/2025"
"207786","VORICONAZOLE SANDOZ voriconazole 50mg film-coated tablet blister pack","voriconazole","Tablet, film coated","50 mg","Sandoz Pty Ltd","1800726369","Current","18/12/2025","30/05/2026",,"Low","Unavailable","Manufacturing","Alternative brands are available.","22/12/2025"
"207898","RALOVISTA Raloxifene hydrochloride 60 mg tablets, blister pack","raloxifene hydrochloride","Tablet, film coated","60 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Anticipated","29/05/2026","26/06/2026",,"Low","Available","Manufacturing","Alternative brands are available. Sponsor is working to expedite the next shipment.","9/01/2026"
